1,0,2157-06-07
2,0,2157-06-07
3,0,2157-06-07
4,1,2157-06-07
5,0,2157-06-07
6,1,2157-06-07
7,0,2157-06-07
8,0,2157-06-07
9,0,2157-06-07
10,0,2157-06-07
11,0,2157-06-07
12,0,2157-06-07
13,0,2157-06-07
14,0,2157-06-07
15,0,2157-06-07
16,0,2157-06-07
17,0,2157-06-07
18,0,2157-06-07
19,0,2157-06-07
20,0,2157-06-07
21,0,2157-06-07
22,0,2157-06-07
23,0,2157-06-07
24,0,2157-06-07
25,1,2157-06-07
26,0,2157-06-07
27,0,2157-06-07
28,0,2157-06-07
29,0,2157-06-07
30,0,2157-06-07
31,0,2157-06-07
32,0,2157-06-07
33,1,2157-06-07
34,0,2157-06-07
35,0,2157-06-07
36,0,2157-06-07
37,0,2157-06-07
38,1,2157-06-07
39,0,2157-06-07
40,0,2157-06-07
41,0,2157-06-07
42,1,2157-06-07
43,0,2157-06-07
44,0,2157-06-07
45,0,2157-06-07
46,0,2157-06-07
47,0,2157-06-07
48,0,2157-06-07
49,0,2157-06-07
50,0,2157-06-07
51,0,2157-06-07
52,1,2157-06-07
53,0,2157-06-07
54,0,2157-06-07
55,1,2157-06-07
56,0,2157-06-07
57,0,2157-06-07
58,0,2157-06-07
59,0,2157-06-07
60,1,2157-06-07
61,1,2157-06-07
62,0,2157-06-07
63,0,2157-06-07
64,0,2157-06-07
65,0,2157-06-07
66,0,2157-06-07
67,0,2157-06-07
68,0,2157-06-07
69,1,2157-06-07
70,1,2157-06-07
71,0,2157-06-07
72,0,2157-06-07
73,0,2157-06-07
74,0,2157-06-07
75,0,2157-06-07
76,1,2157-06-07
77,0,2157-06-07
78,0,2157-06-07
79,0,2157-06-07
80,0,2157-06-07
81,0,2157-06-07
82,0,2157-06-07
83,0,2157-06-07
84,0,2157-06-07
85,0,2157-06-07
86,0,2157-06-07
87,0,2157-06-07
88,0,2157-06-07
89,0,2157-06-07
90,0,2157-06-07
91,0,2157-06-07
92,0,2157-06-07
93,1,2157-06-07
94,0,2157-06-07
95,0,2157-06-07
96,0,2157-06-07
97,0,2157-06-07
98,0,2157-06-07
99,1,2157-06-07
100,0,2157-06-07
101,0,2157-06-07
102,1,2157-06-07
103,0,2157-06-07
104,0,2157-06-07
105,0,2157-06-07
106,0,2157-06-07
107,0,2157-06-07
108,0,2157-06-07
109,0,2157-06-07
110,0,2157-06-07
111,1,2157-06-08
112,1,2157-06-08
113,0,2157-06-08
114,0,2157-06-08
115,0,2157-06-08
116,0,2157-06-08
117,0,2157-06-08
118,1,2157-06-08
119,0,2157-06-08
120,0,2157-06-08
121,0,2157-06-08
122,0,2157-06-08
123,0,2157-06-08
124,0,2157-06-08
125,0,2157-06-08
126,0,2157-06-08
127,0,2157-06-08
128,0,2157-06-08
129,0,2157-06-08
130,0,2157-06-08
131,0,2157-06-08
132,0,2157-06-08
133,1,2157-06-08
134,0,2157-06-08
135,1,2157-06-08
136,1,2157-06-08
137,0,2157-06-08
138,0,2157-06-08
139,0,2157-06-08
140,0,2157-06-08
141,0,2157-06-08
142,0,2157-06-08
143,0,2157-06-08
144,0,2157-06-08
145,0,2157-06-08
146,0,2157-06-08
147,0,2157-06-08
148,0,2157-06-08
149,0,2157-06-08
150,0,2157-06-08
151,1,2157-06-08
152,0,2157-06-08
153,0,2157-06-08
154,0,2157-06-08
155,1,2157-06-08
156,0,2157-06-08
157,0,2157-06-08
158,0,2157-06-08
159,0,2157-06-08
160,0,2157-06-08
161,0,2157-06-08
162,0,2157-06-08
163,0,2157-06-08
164,0,2157-06-08
165,0,2157-06-08
166,0,2157-06-08
167,0,2157-06-08
168,1,2157-06-08
169,0,2157-06-08
170,0,2157-06-08
171,0,2157-06-08
172,0,2157-06-08
173,0,2157-06-08
174,0,2157-06-08
175,0,2157-06-08
176,0,2157-06-08
177,0,2157-06-08
178,0,2157-06-08
179,0,2157-06-08
180,0,2157-06-08
181,1,2157-06-08
182,0,2157-06-08
183,1,2157-06-08
184,0,2157-06-08
185,0,2157-06-08
186,0,2157-06-08
187,1,2157-06-08
188,0,2157-06-08
189,0,2157-06-08
190,0,2157-06-08
191,0,2157-06-08
192,0,2157-06-08
193,0,2157-06-08
194,0,2157-06-08
195,0,2157-06-08
196,0,2157-06-09
197,1,2157-06-09
198,1,2157-06-09
199,0,2157-06-09
200,0,2157-06-09
201,0,2157-06-09
202,0,2157-06-09
203,0,2157-06-09
204,0,2157-06-09
205,0,2157-06-09
206,1,2157-06-09
207,0,2157-06-09
208,0,2157-06-09
209,0,2157-06-09
210,0,2157-06-09
211,0,2157-06-09
212,0,2157-06-09
213,0,2157-06-09
214,1,2157-06-09
215,0,2157-06-09
216,0,2157-06-09
217,0,2157-06-09
218,1,2157-06-09
219,0,2157-06-09
220,0,2157-06-09
221,0,2157-06-09
222,0,2157-06-09
223,0,2157-06-09
224,1,2157-06-09
225,0,2157-06-09
226,1,2157-06-09
227,0,2157-06-09
228,0,2157-06-09
229,0,2157-06-09
230,0,2157-06-09
231,0,2157-06-09
232,1,2157-06-09
233,1,2157-06-09
234,0,2157-06-09
235,0,2157-06-09
236,0,2157-06-09
237,0,2157-06-09
238,0,2157-06-09
239,0,2157-06-09
240,1,2157-06-09
241,0,2157-06-09
242,0,2157-06-09
243,0,2157-06-09
244,0,2157-06-09
245,0,2157-06-09
246,0,2157-06-09
247,0,2157-06-09
248,0,2157-06-09
249,0,2157-06-09
250,0,2157-06-09
251,0,2157-06-09
252,0,2157-06-09
253,0,2157-06-09
254,0,2157-06-09
255,0,2157-06-09
256,0,2157-06-09
257,0,2157-06-09
258,0,2157-06-09
259,0,2157-06-09
260,0,2157-06-09
261,0,2157-06-09
262,0,2157-06-09
263,0,2157-06-09
264,0,2157-06-09
265,0,2157-06-09
266,0,2157-06-09
267,0,2157-06-09
268,0,2157-06-09
269,0,2157-06-09
270,0,2157-06-09
271,0,2157-06-09
272,0,2157-06-10
273,0,2157-06-10
274,0,2157-06-10
275,1,2157-06-10
276,0,2157-06-10
277,0,2157-06-10
278,0,2157-06-10
279,0,2157-06-10
280,0,2157-06-10
281,0,2157-06-10
282,0,2157-06-10
283,0,2157-06-10
284,1,2157-06-10
285,0,2157-06-10
286,1,2157-06-10
287,0,2157-06-10
288,0,2157-06-10
289,0,2157-06-10
290,0,2157-06-10
291,1,2157-06-10
292,0,2157-06-10
293,0,2157-06-10
294,0,2157-06-10
295,1,2157-06-10
296,1,2157-06-10
297,1,2157-06-10
298,0,2157-06-10
299,0,2157-06-10
300,0,2157-06-10
301,0,2157-06-10
302,0,2157-06-10
303,0,2157-06-10
304,0,2157-06-10
305,0,2157-06-10
306,0,2157-06-10
307,0,2157-06-10
308,0,2157-06-10
309,0,2157-06-10
310,1,2157-06-10
311,0,2157-06-10
312,0,2157-06-10
313,0,2157-06-10
314,0,2157-06-10
315,1,2157-06-10
316,0,2157-06-10
317,0,2157-06-10
318,1,2157-06-10
319,0,2157-06-10
320,0,2157-06-10
321,0,2157-06-10
322,0,2157-06-10
323,0,2157-06-10
324,0,2157-06-10
325,0,2157-06-10
326,0,2157-06-10
327,0,2157-06-10
328,1,2157-06-10
329,0,2157-06-10
330,0,2157-06-10
331,0,2157-06-10
332,0,2157-06-10
333,0,2157-06-10
334,1,2157-06-10
335,0,2157-06-10
336,0,2157-06-10
337,0,2157-06-10
338,1,2157-06-10
339,0,2157-06-10
340,1,2157-06-10
341,0,2157-06-10
342,0,2157-06-10
343,0,2157-06-10
344,0,2157-06-10
345,0,2157-06-10
346,0,2157-06-10
347,0,2157-06-10
348,0,2157-06-10
349,0,2157-06-10
350,0,2157-06-10
351,1,2157-06-10
352,0,2157-06-10
353,0,2157-06-10
354,1,2157-06-10
355,0,2157-06-10
356,1,2157-06-10
357,0,2157-06-10
358,0,2157-06-10
359,0,2157-06-10
360,0,2157-06-10
361,1,2157-06-11
362,0,2157-06-11
363,0,2157-06-11
364,0,2157-06-11
365,0,2157-06-11
366,0,2157-06-11
367,0,2157-06-11
368,0,2157-06-11
369,0,2157-06-11
370,0,2157-06-11
371,0,2157-06-11
372,0,2157-06-11
373,1,2157-06-11
374,0,2157-06-11
375,1,2157-06-11
376,0,2157-06-11
377,0,2157-06-11
378,0,2157-06-11
379,1,2157-06-11
380,0,2157-06-11
381,0,2157-06-11
382,0,2157-06-11
383,1,2157-06-11
384,0,2157-06-11
385,1,2157-06-11
386,0,2157-06-11
387,0,2157-06-11
388,1,2157-06-11
389,1,2157-06-11
390,0,2157-06-11
391,0,2157-06-11
392,0,2157-06-11
393,0,2157-06-11
394,0,2157-06-11
395,0,2157-06-11
396,1,2157-06-11
397,0,2157-06-11
398,1,2157-06-11
399,0,2157-06-11
400,0,2157-06-11
401,0,2157-06-11
402,0,2157-06-11
403,0,2157-06-11
404,0,2157-06-11
405,0,2157-06-11
406,0,2157-06-11
407,1,2157-06-11
408,0,2157-06-11
409,0,2157-06-11
410,0,2157-06-11
411,0,2157-06-11
412,0,2157-06-11
413,1,2157-06-11
414,0,2157-06-11
415,0,2157-06-11
416,0,2157-06-11
417,1,2157-06-11
418,0,2157-06-11
419,0,2157-06-11
420,0,2157-06-11
421,0,2157-06-11
422,1,2157-06-11
423,0,2157-06-11
424,0,2157-06-11
425,0,2157-06-11
426,1,2157-06-11
427,0,2157-06-11
428,1,2157-06-11
429,0,2157-06-11
430,0,2157-06-11
431,0,2157-06-11
432,0,2157-06-11
433,0,2157-06-11
434,0,2157-06-11
435,0,2157-06-11
436,0,2157-06-11
437,0,2157-06-11
438,0,2157-06-11
439,0,2157-06-11
440,0,2157-06-11
441,0,2157-06-11
442,0,2157-06-11
443,0,2157-06-11
444,1,2157-06-11
445,1,2157-06-11
446,0,2157-06-11
447,0,2157-06-11
448,0,2157-06-11
449,0,2157-06-11
450,0,2157-06-11
451,0,2157-06-11
452,0,2157-06-11
453,0,2157-06-11
454,1,2157-06-11
455,0,2157-06-11
456,1,2157-06-11
457,0,2157-06-11
458,0,2157-06-11
459,1,2157-06-11
460,0,2157-06-11
461,0,2157-06-11
462,0,2157-06-11
463,0,2157-06-11
464,1,2157-06-11
465,0,2157-06-11
466,0,2157-06-11
467,0,2157-06-11
468,0,2157-06-11
469,0,2157-06-11
470,0,2157-06-11
471,0,2157-06-11
472,1,2157-06-11
473,0,2157-06-11
474,0,2157-06-11
475,0,2157-06-11
476,0,2157-06-11
477,0,2157-06-11
